ENRLMT_ID,NPI
O20031023000018,1710748538
O20031024000017,1083461438
O20031024000017,1265072706
O20031024000017,1457148140
O20031024000017,1740820356
O20031024000017,1922648534
O20031103000021,1003437138
O20031103000021,1750981189
O20031103000049,1184428336
O20031103000049,1679886816
O20031103000049,1811069685
O20031103000066,1114068970
O20031103000066,1386785178
O20031103000066,1386897965
O20031103000066,1396887709
O20031103000066,1417085895
O20031103000066,1518009257
O20031103000066,1588706998
O20031103000066,1629119417
O20031103000066,1629225677
O20031103000066,1720371719
O20031103000066,1760523559
O20031103000066,1952695470
O20031103000066,1962543728
O20031103000066,1962543751
O20031103000091,1386864080
O20031103000091,1467017434
O20031103000102,1245859446
O20031103000102,1336153295
O20031103000102,1639637754
O20031103000103,1104839935
O20031103000103,1528071453
O20031103000103,1881607893
O20031103000120,1083889554
O20031103000120,1205253325
O20031103000120,1215974357
O20031103000120,1285664995
O20031103000120,1619118759
O20031103000120,1710104658
O20031103000120,1942434378
O20031103000220,1245246644
O20031103000224,1871359000
O20031103000229,1003478892
O20031103000229,1184132664
O20031103000229,1235176058
O20031103000229,1245278209
O20031103000229,1245278936
O20031103000229,1245855162
O20031103000229,1275839193
O20031103000229,1356389316
O20031103000229,1386682045
O20031103000229,1457387441
O20031103000229,1518904887
O20031103000229,1538107594
O20031103000229,1538506894
O20031103000229,1659314789
O20031103000229,1669410221
O20031103000229,1730028770
O20031103000229,1760417935
O20031103000229,1780621508
O20031103000229,1902103831
O20031103000229,1902459209
O20031103000229,1942247762
O20031103000229,1962440362
O20031103000229,1982641791
O20031103000238,1003619313
O20031103000238,1033222112
O20031103000238,1053786483
O20031103000238,1083787006
O20031103000238,1124137070
O20031103000238,1174636757
O20031103000238,1215040282
O20031103000238,1225345325
O20031103000238,1235446337
O20031103000238,1255448239
O20031103000238,1265545842
O20031103000238,1295218642
O20031103000238,1295848877
O20031103000238,1306952155
O20031103000238,1356455232
O20031103000238,1417061201
O20031103000238,1457730814
O20031103000238,1467463679
O20031103000238,1477666543
O20031103000238,1477870723
O20031103000238,1528465374
O20031103000238,1538272877
O20031103000238,1548373558
